company_id,country,sector,employees,annual_revenue,tech_adoption_level,main_challenges,digital_tools_used,growth_last_yr,funding_status,female_owned,remote_work_policy
252,Ghana,Education,315,97863,Low,Internet,POS,46,Bootstrapped,No,Full
253,Rwanda,Education,233,473445,High,Awareness,"WhatsApp, E-commerce",25,Seed,Yes,Partial
254,South Africa,Finance,449,192211,Low,"Internet, Cost","Google My Business, Mobile money",48,Bootstrapped,No,None
255,Nigeria,Retail,239,335998,Medium,Internet,"E-commerce, Mobile money",41,Series A,No,None
256,Nigeria,Manufacturing,456,315429,High,Regulation,E-commerce,29,Seed,No,Partial
257,Nigeria,Retail,263,119307,High,Cost,"POS, Mobile money, E-commerce",26,Bootstrapped,No,None
258,Rwanda,Manufacturing,384,159394,Low,"Awareness, Internet","E-commerce, Mobile money",24,Seed,No,Partial
259,Kenya,Manufacturing,307,133696,Low,Internet,"E-commerce, Mobile money, Google My Business",29,Series A,No,Full
260,Ghana,Finance,446,222690,Medium,"Cost, Regulation",WhatsApp,30,Series A,Yes,Full
261,South Africa,Education,116,238530,Medium,"Cost, Regulation","Mobile money, CRM, E-commerce",47,Bootstrapped,No,Full
262,Nigeria,Manufacturing,297,222329,Low,Cost,CRM,7,Seed,Yes,Full
263,Ghana,Finance,444,62957,Medium,"Skills, Internet","Google My Business, WhatsApp, POS",-5,None,Yes,Full
264,Kenya,Retail,101,248626,Low,"Regulation, Skills",Mobile money,33,Seed,Yes,None
265,Ghana,Manufacturing,369,276142,High,Regulation,"CRM, WhatsApp, E-commerce",44,Bootstrapped,No,Full
266,Rwanda,Retail,460,115486,Medium,Internet,"Google My Business, WhatsApp, E-commerce",35,None,No,None
267,Ghana,Manufacturing,328,270022,High,"Skills, Internet","Google My Business, WhatsApp",26,Series A,Yes,Full
268,Ghana,Finance,81,353364,Low,"Internet, Skills",WhatsApp,32,Seed,No,Full
269,Nigeria,Farming,423,345545,Medium,"Awareness, Cost",E-commerce,9,None,No,Full
270,Ghana,Retail,426,51549,Medium,Skills,"Mobile money, E-commerce, POS",35,Bootstrapped,Yes,Partial
271,Kenya,Manufacturing,105,170534,Medium,Regulation,CRM,7,Series A,Yes,Full
272,Kenya,Manufacturing,136,315223,Low,"Skills, Internet","E-commerce, Google My Business, WhatsApp",44,Bootstrapped,Yes,Full
273,Rwanda,Finance,425,299928,High,"Awareness, Cost","Google My Business, WhatsApp, E-commerce",35,None,No,None
274,Kenya,Farming,348,223314,Low,Internet,"Google My Business, POS",32,Bootstrapped,Yes,None
275,Nigeria,Finance,46,181863,Low,"Skills, Internet",POS,41,Series A,Yes,None
276,Nigeria,Finance,246,242700,Medium,Regulation,Google My Business,3,Series A,Yes,Partial
277,Ghana,Logistics,128,166911,Medium,Awareness,"WhatsApp, Google My Business, E-commerce",22,Series A,No,Full
278,Kenya,Logistics,257,401252,Medium,Cost,CRM,31,Seed,Yes,Partial
279,Rwanda,Retail,394,281543,Low,"Cost, Regulation",Google My Business,5,Series A,No,Partial
280,Rwanda,Logistics,432,351420,Medium,"Cost, Skills",Google My Business,30,Bootstrapped,No,Partial
281,Ghana,Retail,91,135880,Medium,Awareness,"CRM, POS, E-commerce",-3,None,No,Full
282,Nigeria,Education,53,52357,Low,Skills,E-commerce,25,Seed,Yes,Partial
283,South Africa,Education,395,178702,Medium,"Regulation, Awareness",CRM,45,Bootstrapped,No,Full
284,Ghana,Retail,169,433261,Medium,"Skills, Awareness","WhatsApp, E-commerce, Google My Business",44,None,No,Full
285,Kenya,Retail,105,267277,High,"Skills, Internet","CRM, WhatsApp",11,None,No,Partial
286,Ghana,Retail,323,160834,Low,"Regulation, Cost","CRM, POS",8,None,Yes,Partial
287,Ghana,Manufacturing,232,13645,Low,Regulation,"CRM, Google My Business, E-commerce",-5,Bootstrapped,Yes,Full
288,Kenya,Finance,82,148151,Medium,Skills,"POS, Mobile money",39,Seed,No,Partial
289,South Africa,Logistics,83,353753,Low,"Skills, Regulation","Google My Business, CRM",32,Series A,Yes,Partial
290,Kenya,Finance,283,34479,Medium,Cost,"CRM, POS",42,Bootstrapped,Yes,Partial
291,Nigeria,Logistics,367,374246,Low,Regulation,"CRM, POS, Mobile money",8,Series A,Yes,Full
292,Ghana,Farming,314,468458,Low,"Awareness, Regulation",CRM,1,Bootstrapped,Yes,Full
293,Ghana,Retail,268,59880,High,Awareness,"POS, Mobile money, Google My Business",43,Seed,Yes,None
294,Nigeria,Logistics,32,326827,Low,Awareness,"WhatsApp, Mobile money",2,None,No,Full
295,Nigeria,Retail,253,262162,High,Awareness,"Mobile money, WhatsApp, Google My Business",35,None,No,Full
296,Rwanda,Farming,92,115087,Medium,"Skills, Regulation","POS, E-commerce, Google My Business",6,Seed,Yes,Full
297,Nigeria,Farming,62,268290,Low,"Awareness, Skills","WhatsApp, POS, Google My Business",23,None,No,Full
298,Rwanda,Finance,461,312621,Low,"Cost, Regulation",Google My Business,44,Series A,No,None
299,Nigeria,Education,388,431380,High,Skills,"WhatsApp, Mobile money",21,Seed,Yes,None
300,Ghana,Retail,307,291133,Medium,"Internet, Cost",POS,45,Bootstrapped,No,Partial
301,Kenya,Manufacturing,253,121329,Medium,"Internet, Regulation","CRM, Mobile money",11,Seed,Yes,Full
302,Ghana,Education,13,44458,Low,"Cost, Internet",Google My Business,7,Seed,Yes,Full
303,Nigeria,Farming,457,405643,High,Awareness,Google My Business,42,Bootstrapped,No,Partial
304,Rwanda,Education,70,141858,Medium,Skills,"CRM, E-commerce",40,None,No,Partial
305,Ghana,Education,488,121608,Medium,"Regulation, Awareness","Mobile money, E-commerce, WhatsApp",24,Bootstrapped,No,Full
306,Nigeria,Retail,365,194722,High,Awareness,"CRM, E-commerce",25,None,Yes,None
307,Rwanda,Education,285,200676,High,"Cost, Internet",E-commerce,48,Series A,No,Partial
308,South Africa,Logistics,185,484874,Medium,Awareness,"CRM, Mobile money",14,Series A,Yes,Partial
309,Nigeria,Manufacturing,482,174177,Medium,Cost,"Google My Business, Mobile money, E-commerce",48,None,No,Partial
310,South Africa,Education,217,52427,Low,"Regulation, Skills","Google My Business, WhatsApp, Mobile money",23,Seed,Yes,None
311,Nigeria,Retail,109,382137,High,Regulation,"POS, E-commerce, CRM",3,Series A,Yes,Full
312,Nigeria,Finance,241,106431,Low,Internet,"POS, Google My Business, CRM",48,Series A,Yes,None
313,Rwanda,Farming,428,222383,High,Cost,"E-commerce, Mobile money, WhatsApp",13,Bootstrapped,No,None
314,Nigeria,Education,202,368201,Medium,Awareness,"Google My Business, CRM",-3,Bootstrapped,Yes,None
315,Rwanda,Retail,46,468070,Low,"Skills, Cost","Mobile money, Google My Business, E-commerce",12,Seed,Yes,Partial
316,Ghana,Logistics,202,199781,Low,"Internet, Regulation",Google My Business,18,None,No,None
317,Rwanda,Logistics,261,48228,Medium,"Internet, Awareness","WhatsApp, E-commerce",38,Series A,Yes,Partial
318,Ghana,Farming,105,25446,High,Skills,"POS, E-commerce, Google My Business",1,None,Yes,None
319,Nigeria,Logistics,288,278611,High,"Awareness, Regulation","E-commerce, WhatsApp, CRM",13,None,Yes,None
320,Ghana,Retail,341,127759,Low,"Internet, Skills",Google My Business,37,None,Yes,Full
321,Rwanda,Manufacturing,99,329443,High,"Awareness, Internet",CRM,22,Series A,No,Partial
322,South Africa,Education,191,288747,Medium,"Internet, Cost","Mobile money, POS, CRM",39,Seed,Yes,Partial
323,Nigeria,Farming,108,14163,Medium,Cost,Google My Business,5,None,No,None
324,Kenya,Education,120,69592,Low,Cost,Google My Business,46,None,No,Partial
325,Nigeria,Finance,199,120399,Low,Awareness,Mobile money,16,Seed,No,Partial
326,South Africa,Education,443,164142,Medium,"Regulation, Skills","CRM, Google My Business",-2,Series A,Yes,Partial
327,Nigeria,Logistics,407,154708,Low,"Regulation, Cost",Mobile money,-4,Series A,Yes,None
328,Rwanda,Finance,69,497394,High,"Skills, Awareness","WhatsApp, Mobile money",29,Series A,No,Full
329,Ghana,Logistics,24,97574,Medium,Cost,"CRM, WhatsApp",25,None,Yes,Full
330,Kenya,Education,183,313956,Medium,Skills,Mobile money,20,Seed,No,None
331,Nigeria,Farming,340,117934,High,"Awareness, Internet","E-commerce, WhatsApp, Google My Business",25,None,No,Full
332,South Africa,Finance,107,73808,High,Internet,POS,20,Bootstrapped,No,Full
333,Nigeria,Farming,340,250329,Medium,"Cost, Skills",POS,22,Series A,Yes,Full
334,South Africa,Education,130,107311,High,"Cost, Regulation","CRM, Mobile money",20,Series A,Yes,Partial
335,Kenya,Education,136,387896,Low,"Cost, Regulation","POS, Mobile money, E-commerce",4,Bootstrapped,No,None
336,Rwanda,Logistics,477,135985,Medium,"Skills, Internet",E-commerce,2,None,No,None
337,Kenya,Manufacturing,171,483577,Low,Skills,"WhatsApp, E-commerce",0,Seed,Yes,Full
338,Kenya,Finance,178,187840,Medium,"Regulation, Internet","CRM, E-commerce",27,Bootstrapped,No,None
339,Rwanda,Education,201,324877,Medium,Regulation,"Mobile money, WhatsApp",13,Seed,Yes,Partial
340,Kenya,Education,374,25898,Low,Internet,Mobile money,5,Series A,Yes,Partial
341,Ghana,Education,307,26089,High,"Skills, Awareness",E-commerce,22,Seed,No,None
342,Rwanda,Logistics,8,300557,Low,"Awareness, Internet","CRM, WhatsApp, Mobile money",42,Seed,Yes,None
343,Nigeria,Education,185,391320,High,"Internet, Regulation","POS, Google My Business, CRM",41,Series A,Yes,None
344,Rwanda,Retail,464,380146,Low,"Skills, Awareness","Google My Business, CRM",38,Bootstrapped,No,Partial
345,Nigeria,Logistics,490,427766,Medium,"Cost, Internet","WhatsApp, POS",36,Series A,Yes,Full
346,Kenya,Manufacturing,32,482316,Low,"Internet, Awareness","POS, CRM, E-commerce",46,Bootstrapped,Yes,None
347,South Africa,Retail,400,233591,Low,Internet,"CRM, Google My Business, Mobile money",7,Series A,No,None
348,South Africa,Farming,350,371052,High,"Skills, Awareness","POS, CRM",16,Series A,No,None
349,Nigeria,Retail,419,287374,Low,Cost,POS,42,Series A,Yes,Full
350,Rwanda,Farming,313,327865,High,"Regulation, Cost","Google My Business, E-commerce, WhatsApp",3,Series A,No,None
351,Rwanda,Farming,196,322993,High,"Skills, Regulation","WhatsApp, CRM, E-commerce",26,Seed,Yes,None
352,Ghana,Farming,456,258654,Low,Cost,Mobile money,42,None,Yes,Full
353,Ghana,Manufacturing,153,468767,Medium,"Awareness, Internet",E-commerce,47,Bootstrapped,No,Partial
354,Nigeria,Logistics,427,219669,High,"Skills, Awareness","CRM, Google My Business",20,Series A,Yes,Full
355,Ghana,Farming,474,63339,High,"Internet, Cost",POS,-1,Seed,Yes,Full
356,South Africa,Education,424,134007,Low,"Skills, Cost","WhatsApp, POS, Google My Business",38,Series A,No,Full
357,Kenya,Farming,407,40544,High,Internet,Google My Business,4,Series A,Yes,Full
358,Ghana,Education,108,469825,Low,Regulation,"E-commerce, WhatsApp, Google My Business",9,Bootstrapped,No,Full
359,Kenya,Education,451,461194,Low,"Regulation, Cost","WhatsApp, E-commerce",17,None,No,Full
360,Ghana,Retail,67,306491,Medium,Cost,"E-commerce, Mobile money, POS",14,Seed,No,Partial
361,South Africa,Logistics,406,274071,Medium,"Regulation, Cost",POS,22,Series A,No,Partial
362,Nigeria,Retail,22,495683,Low,"Skills, Regulation","Mobile money, WhatsApp",30,None,Yes,Full
363,South Africa,Manufacturing,134,462864,Medium,Skills,"Mobile money, POS, WhatsApp",29,Series A,No,Full
364,Ghana,Retail,68,427745,Low,"Skills, Awareness","Google My Business, POS, E-commerce",50,Series A,No,None
365,South Africa,Retail,26,147359,Low,Skills,Google My Business,25,Series A,No,None
366,Kenya,Logistics,305,290927,Medium,Awareness,"Google My Business, WhatsApp, E-commerce",17,None,Yes,None
367,South Africa,Education,477,457295,Medium,"Regulation, Cost","WhatsApp, Google My Business",39,None,Yes,Full
368,South Africa,Logistics,442,146826,Medium,"Regulation, Awareness","Mobile money, WhatsApp, E-commerce",28,Series A,Yes,Partial
369,Nigeria,Finance,30,18797,Medium,Internet,E-commerce,23,None,No,Full
370,Nigeria,Logistics,130,197704,Medium,"Skills, Cost","Google My Business, E-commerce",35,Bootstrapped,Yes,Partial
371,South Africa,Logistics,383,138100,High,Cost,"POS, CRM, E-commerce",31,Bootstrapped,Yes,Full
372,Ghana,Education,298,416383,Low,Skills,"Google My Business, CRM",46,None,No,Full
373,Kenya,Education,400,260817,High,"Internet, Awareness",WhatsApp,7,Bootstrapped,No,Partial
374,Ghana,Manufacturing,401,104225,High,"Skills, Regulation",E-commerce,50,Bootstrapped,No,None
375,Ghana,Education,243,311200,Medium,"Skills, Internet",E-commerce,3,None,No,Full
376,Ghana,Retail,398,213241,High,Regulation,CRM,24,None,Yes,None
377,Nigeria,Manufacturing,332,313309,Medium,Internet,"Mobile money, CRM, WhatsApp",21,Series A,No,Partial
378,Kenya,Finance,356,367781,High,"Skills, Awareness","WhatsApp, POS, E-commerce",39,Series A,No,Full
379,South Africa,Retail,174,186821,Low,"Regulation, Awareness",E-commerce,22,Seed,Yes,Partial
380,Ghana,Finance,394,188189,High,"Awareness, Cost",CRM,34,Bootstrapped,No,Partial
381,Kenya,Finance,369,191051,High,Regulation,Google My Business,15,Bootstrapped,No,Partial
382,Ghana,Manufacturing,262,34711,Low,"Cost, Awareness",E-commerce,0,Seed,Yes,None
383,Nigeria,Logistics,116,329473,Low,Awareness,"WhatsApp, POS",-3,None,No,Full
384,South Africa,Farming,317,302613,High,"Awareness, Skills","POS, E-commerce, Mobile money",21,None,No,Full
385,Ghana,Education,178,353172,High,"Cost, Regulation","WhatsApp, POS, Mobile money",0,Seed,Yes,Full
386,Rwanda,Farming,435,193948,High,"Regulation, Cost","WhatsApp, Google My Business",13,None,Yes,None
387,Nigeria,Education,191,14657,High,Skills,"E-commerce, Google My Business, CRM",18,Series A,Yes,None
388,South Africa,Logistics,123,415155,Low,Awareness,Mobile money,25,Seed,No,Full
389,Kenya,Logistics,276,146614,High,Cost,"POS, E-commerce, Mobile money",19,Series A,No,None
390,Rwanda,Farming,37,306553,High,"Awareness, Internet",Mobile money,6,None,Yes,None
391,Rwanda,Retail,244,446262,High,"Cost, Internet","Google My Business, E-commerce",12,Seed,Yes,Full
392,Nigeria,Retail,449,393192,Medium,Internet,"Mobile money, WhatsApp",-2,Series A,No,None
393,Nigeria,Logistics,252,184475,Low,Skills,"E-commerce, Mobile money",25,Bootstrapped,Yes,Partial
394,Kenya,Logistics,169,483188,High,"Skills, Regulation",Google My Business,-1,Seed,No,Full
395,Kenya,Finance,395,148665,Medium,Awareness,"Mobile money, CRM, POS",43,Series A,No,Full
396,Rwanda,Farming,129,326643,Medium,Cost,"POS, WhatsApp, CRM",43,Bootstrapped,No,Partial
397,Ghana,Farming,174,219705,High,Awareness,"Mobile money, POS",38,None,Yes,None
398,South Africa,Retail,272,296121,High,Regulation,"Google My Business, CRM",0,Series A,No,None
399,Nigeria,Logistics,44,56043,High,Cost,E-commerce,4,Bootstrapped,Yes,Partial
400,South Africa,Education,349,20293,Low,Skills,"WhatsApp, CRM",0,Bootstrapped,Yes,None
401,Rwanda,Logistics,382,64446,Medium,"Regulation, Cost","POS, CRM",46,Series A,No,None
402,Rwanda,Farming,111,270954,Medium,"Cost, Regulation","CRM, POS",29,None,Yes,Partial
403,Nigeria,Manufacturing,178,285685,Medium,"Skills, Cost","E-commerce, POS",16,Bootstrapped,No,Full
404,Kenya,Education,269,287517,Medium,Cost,"WhatsApp, Google My Business, E-commerce",-3,None,Yes,None
405,South Africa,Logistics,40,423200,High,Internet,Google My Business,18,Bootstrapped,No,Partial
406,Rwanda,Manufacturing,208,140818,Low,"Awareness, Skills",E-commerce,17,Bootstrapped,Yes,Full
407,Rwanda,Manufacturing,210,133805,High,Cost,"POS, E-commerce",45,Seed,No,None
408,Nigeria,Finance,50,300305,High,"Regulation, Internet",WhatsApp,14,Bootstrapped,Yes,None
409,Rwanda,Farming,340,404750,Medium,Cost,E-commerce,21,None,Yes,Partial
410,Nigeria,Farming,330,451096,Low,Awareness,"Google My Business, Mobile money, POS",-3,Seed,Yes,Full
411,Rwanda,Retail,454,293941,Medium,"Internet, Cost","Mobile money, Google My Business",13,Series A,Yes,Partial
412,Ghana,Logistics,401,353658,High,Internet,"POS, WhatsApp, E-commerce",26,Bootstrapped,Yes,Full
413,Ghana,Education,115,57612,Medium,"Skills, Internet","POS, E-commerce",40,Series A,No,None
414,Ghana,Finance,472,319722,Medium,"Cost, Awareness","Mobile money, E-commerce, Google My Business",44,Series A,Yes,Partial
415,Nigeria,Education,300,224960,Low,"Skills, Regulation","E-commerce, WhatsApp, CRM",24,Bootstrapped,Yes,Full
416,Nigeria,Farming,483,129714,High,"Cost, Skills","Mobile money, WhatsApp",2,None,No,Partial
417,South Africa,Logistics,309,70190,High,Cost,"E-commerce, Google My Business",39,None,Yes,Full
418,Kenya,Finance,26,404277,Low,"Regulation, Internet","POS, WhatsApp, Mobile money",35,None,No,None
419,Kenya,Logistics,324,112241,Medium,"Cost, Awareness",Mobile money,37,Bootstrapped,No,None
420,Ghana,Finance,8,164829,High,"Internet, Skills","Mobile money, POS",13,Bootstrapped,Yes,None
421,South Africa,Education,442,23997,Medium,Skills,CRM,22,Series A,No,Partial
422,Nigeria,Manufacturing,189,170544,High,Cost,"CRM, Google My Business",3,Seed,No,Partial
423,Rwanda,Finance,195,419245,Medium,Awareness,"POS, CRM",13,Seed,Yes,Full
424,South Africa,Retail,114,442388,Low,Cost,"Mobile money, WhatsApp",47,None,Yes,Full
425,Kenya,Finance,232,422188,Low,Internet,"E-commerce, POS, Google My Business",34,Series A,No,Partial
426,Kenya,Retail,413,472631,High,"Internet, Awareness","WhatsApp, Google My Business, POS",48,None,Yes,Full
427,Ghana,Education,213,306074,High,"Skills, Regulation","Mobile money, E-commerce",-5,Bootstrapped,No,None
428,Rwanda,Retail,491,192858,Low,"Internet, Cost",CRM,37,Bootstrapped,Yes,Full
429,Ghana,Farming,184,51284,Medium,Internet,"Mobile money, E-commerce, CRM",0,Seed,Yes,Partial
430,Rwanda,Logistics,19,497955,Medium,"Internet, Regulation","E-commerce, Google My Business, CRM",22,None,No,Partial
431,Rwanda,Education,374,290105,Low,Skills,"WhatsApp, CRM, Mobile money",49,None,No,Partial
432,Rwanda,Manufacturing,233,370021,High,"Cost, Internet","Mobile money, POS",27,Series A,No,Full
433,Nigeria,Education,179,308150,Low,"Skills, Internet","POS, CRM, E-commerce",46,Series A,No,Partial
434,Rwanda,Finance,172,144328,High,"Awareness, Internet","CRM, Google My Business, E-commerce",5,Bootstrapped,Yes,Full
435,Rwanda,Farming,172,144716,High,"Internet, Regulation","Google My Business, CRM, POS",49,Seed,Yes,None
436,Nigeria,Education,225,429774,Low,"Awareness, Internet",E-commerce,44,Seed,No,Full
437,South Africa,Retail,5,172691,Medium,Cost,"POS, WhatsApp",37,None,Yes,None
438,Nigeria,Logistics,259,469867,High,Regulation,"E-commerce, Mobile money",45,None,No,None
439,Kenya,Manufacturing,118,160229,Medium,"Skills, Regulation","POS, WhatsApp",15,Seed,Yes,Full
440,Ghana,Finance,79,42022,Low,Internet,"Mobile money, E-commerce",4,Series A,Yes,Full
441,Nigeria,Retail,406,159801,Medium,"Awareness, Cost","Mobile money, WhatsApp",40,Series A,Yes,Full
442,Nigeria,Farming,312,161365,High,"Skills, Awareness","CRM, POS, WhatsApp",-5,None,No,None
443,Ghana,Farming,76,456934,High,"Regulation, Skills","Mobile money, WhatsApp",-3,Series A,No,None
444,South Africa,Farming,443,265823,Low,"Cost, Awareness","Google My Business, Mobile money",46,Bootstrapped,Yes,Partial
445,Rwanda,Education,347,447026,Medium,Awareness,"POS, E-commerce, Google My Business",22,Seed,No,Full
446,Nigeria,Logistics,435,453900,Medium,"Awareness, Skills","Mobile money, E-commerce, Google My Business",50,Seed,No,Partial
447,Ghana,Farming,426,399386,High,"Cost, Skills","Mobile money, WhatsApp",18,Bootstrapped,Yes,None
448,South Africa,Farming,337,326838,Medium,"Cost, Regulation","CRM, POS",14,Seed,Yes,Partial
449,South Africa,Farming,407,490572,Medium,Internet,POS,14,None,Yes,Partial
450,Kenya,Manufacturing,394,462052,Medium,"Regulation, Awareness","POS, CRM, Google My Business",-1,Series A,Yes,Partial
451,Rwanda,Education,414,287751,High,"Cost, Awareness","CRM, E-commerce",4,Series A,Yes,Full
452,Ghana,Manufacturing,486,231672,Medium,Cost,E-commerce,5,Seed,Yes,None
453,Rwanda,Finance,204,313683,High,Regulation,"Mobile money, POS",4,Bootstrapped,Yes,None
454,Rwanda,Logistics,149,168712,High,Awareness,"POS, Google My Business",16,None,No,Full
455,Rwanda,Retail,202,192600,High,"Internet, Awareness",E-commerce,28,Seed,Yes,Partial
456,Nigeria,Logistics,94,173287,High,"Awareness, Internet","POS, Mobile money",17,Series A,Yes,Full
457,Ghana,Farming,164,208834,High,"Internet, Awareness","Google My Business, CRM",41,None,No,None
458,Rwanda,Retail,264,23834,Medium,Skills,CRM,18,Bootstrapped,No,Full
459,Rwanda,Retail,336,215126,Low,"Internet, Awareness",E-commerce,35,Bootstrapped,Yes,Full
460,Rwanda,Logistics,52,134347,Medium,Cost,"E-commerce, Google My Business",10,Series A,Yes,Full
461,Nigeria,Farming,360,425282,Low,Awareness,WhatsApp,34,Seed,Yes,Full
462,Kenya,Retail,144,187883,Low,Internet,"E-commerce, Google My Business",30,Series A,Yes,Partial
463,Nigeria,Finance,440,64922,Low,"Awareness, Internet","Mobile money, E-commerce",36,Seed,Yes,None
464,Nigeria,Farming,476,305751,Low,Awareness,"Mobile money, WhatsApp",12,Bootstrapped,No,None
465,Nigeria,Education,331,118994,Low,"Skills, Regulation",POS,16,Bootstrapped,Yes,Full
466,Nigeria,Manufacturing,171,162377,High,Awareness,"CRM, WhatsApp, Mobile money",-3,Bootstrapped,No,Full
467,Ghana,Manufacturing,168,315153,Medium,Awareness,"POS, E-commerce, CRM",24,None,No,Full
468,South Africa,Retail,305,477145,High,"Internet, Skills",Google My Business,41,Bootstrapped,No,None
469,Kenya,Retail,123,299101,Low,"Cost, Skills","Google My Business, POS, E-commerce",-1,Seed,Yes,Full
470,South Africa,Retail,230,392711,Medium,Regulation,WhatsApp,5,Series A,No,None
471,Kenya,Manufacturing,118,232389,High,"Regulation, Skills","Google My Business, POS, E-commerce",23,Bootstrapped,Yes,Full
472,Ghana,Education,200,10937,High,Awareness,"POS, Mobile money, Google My Business",20,Seed,Yes,Full
473,Rwanda,Finance,237,239137,Medium,"Skills, Awareness","WhatsApp, Mobile money",14,None,Yes,None
474,Rwanda,Education,409,448934,Low,"Cost, Skills","E-commerce, Google My Business",11,None,No,Full
475,Kenya,Logistics,242,187129,Low,"Internet, Awareness","E-commerce, Google My Business",27,Bootstrapped,Yes,Partial
476,Ghana,Farming,170,93298,High,"Skills, Regulation","CRM, POS, Mobile money",11,Bootstrapped,No,None
477,Nigeria,Logistics,191,458666,Medium,"Cost, Skills","WhatsApp, Google My Business",11,Bootstrapped,Yes,Partial
478,Ghana,Farming,429,136436,High,"Cost, Regulation",POS,35,Series A,No,None
479,Kenya,Retail,359,182472,Low,"Skills, Internet","POS, Google My Business, CRM",38,Series A,Yes,Partial
480,Rwanda,Education,233,161835,High,Internet,"WhatsApp, POS",34,None,Yes,Full
481,Ghana,Education,359,79961,Medium,"Cost, Skills","WhatsApp, CRM",17,Series A,No,None
482,Rwanda,Manufacturing,350,242252,Medium,"Regulation, Cost","POS, CRM",-5,Series A,No,Full
483,South Africa,Manufacturing,26,286222,High,"Internet, Skills","WhatsApp, E-commerce",3,Series A,No,Partial
484,Ghana,Logistics,196,21502,Low,Skills,"POS, Google My Business, WhatsApp",39,Seed,No,None
485,Nigeria,Education,169,123525,Medium,Awareness,POS,17,Seed,No,Full
486,Ghana,Farming,175,34979,Medium,"Internet, Awareness","CRM, POS, E-commerce",50,None,Yes,Full
487,Rwanda,Farming,434,330613,Medium,Regulation,"POS, WhatsApp, Google My Business",-5,Seed,No,None
488,Rwanda,Education,130,340294,Medium,"Skills, Internet","CRM, WhatsApp",14,Seed,No,Partial
489,South Africa,Retail,413,383059,Low,Cost,"POS, E-commerce",43,Series A,No,None
490,Ghana,Finance,492,293270,High,"Regulation, Internet","POS, Google My Business",17,Bootstrapped,Yes,Partial
491,Ghana,Manufacturing,418,472034,High,Cost,"WhatsApp, Mobile money",0,Series A,Yes,Full
492,Nigeria,Education,369,123294,Low,"Regulation, Internet","CRM, WhatsApp",8,None,No,Partial
493,Ghana,Manufacturing,29,242297,Medium,"Internet, Regulation",E-commerce,-3,Seed,Yes,Full
494,Kenya,Farming,124,397292,High,Internet,"Google My Business, E-commerce, WhatsApp",19,Seed,Yes,Full
495,Kenya,Farming,42,325801,High,"Regulation, Cost",Google My Business,31,Series A,No,Partial
496,Kenya,Logistics,313,316007,Low,"Awareness, Internet","CRM, WhatsApp",12,Series A,No,Partial
497,Rwanda,Logistics,459,357815,Medium,"Internet, Skills","WhatsApp, CRM",16,Bootstrapped,No,Full
498,South Africa,Logistics,241,360764,High,"Skills, Awareness","Google My Business, WhatsApp, POS",9,Bootstrapped,No,Full
